t: 0	x_0: 1000	x_1: 0	
t: 3.5899999999999674	x_0: 240.52168372671306	x_1: 3038.595610912473	
t: 3.5999999999999672	x_0: 270.7848307961899	x_1: 3013.539545602793	
t: 3.609999999999967	x_0: 300.7826304064429	x_1: 2985.5304527617536	
t: 3.619999999999967	x_0: 330.48568711507335	x_1: 2954.5957790583498	
t: 3.6299999999999666	x_0: 359.8648943041336	x_1: 2920.76583799664	
t: 3.6399999999999664	x_0: 388.8914627022824	x_1: 2884.073780210938	
t: 3.649999999999966	x_0: 417.5369485959667	x_1: 2844.555560980843	
t: 3.659999999999966	x_0: 445.7732817019837	x_1: 2802.2499049979465	
t: 3.6699999999999657	x_0: 473.57279267411184	x_1: 2757.1982684187324	
t: 3.6799999999999655	x_0: 500.908240216855	x_1: 2709.444798240863	
t: 3.6899999999999653	x_0: 527.7528377797316	x_1: 2659.036289042654	
t: 3.699999999999965	x_0: 554.0802798059501	x_1: 2606.022137128135	
t: 3.709999999999965	x_0: 579.8647675097484	x_1: 2550.454292122624	
t: 3.7199999999999647	x_0: 605.0810341571395	x_1: 2492.387206066253	
t: 3.7299999999999645	x_0: 629.7043698252878	x_1: 2431.877780055329	
t: 3.7399999999999642	x_0: 653.7106456162559	x_1: 2368.9853084838123	
t: 3.749999999999964	x_0: 677.0763373013925	x_1: 2303.7714209395585	
t: 3.759999999999964	x_0: 699.7785483731943	x_1: 2236.300021812254	
t: 3.7699999999999636	x_0: 721.7950324820499	x_1: 2166.6372276722295	
t: 3.7799999999999634	x_0: 743.1042152358821	x_1: 2094.8513024815156	
t: 3.789999999999963	x_0: 763.6852153413246	x_1: 2021.0125907006213	
t: 3.799999999999963	x_0: 783.5178650657188	x_1: 1945.1934483565956	
t: 3.8099999999999627	x_0: 802.5827299998767	x_1: 1867.4681721399118	
t: 3.8199999999999625	x_0: 820.861128102247	x_1: 1787.9129265996582	
t: 3.8299999999999623	x_0: 838.3351480058195	x_1: 1706.605669508377	
t: 3.839999999999962	x_0: 854.9876665698317	x_1: 1623.626075469687	
t: 3.849999999999962	x_0: 870.8023656590759	x_1: 1539.0554578435497	
t: 3.8599999999999617	x_0: 885.7637481343653	x_1: 1452.9766890656858	
t: 3.8699999999999615	x_0: 899.8571530384902	x_1: 1365.4741194392216	
t: 3.8799999999999613	x_0: 913.0687699627822	x_1: 1276.6334944781433	
t: 3.889999999999961	x_0: 925.3856525802095	x_1: 1186.541870883558	
t: 3.899999999999961	x_0: 936.7957313317409	x_1: 1095.287531235094	
t: 3.9099999999999606	x_0: 947.2878252535475	x_1: 1002.9598974810406	
t: 3.9199999999999604	x_0: 956.8516529334522	x_1: 909.6494433119954	
t: 3.92999999999996	x_0: 965.477842585891	x_1: 815.4476055038907	
t: 3.93999999999996	x_0: 973.1579412355122	x_1: 720.4466943172717	
t: 3.9499999999999598	x_0: 979.8844230004157	x_1: 624.7398030406307	
t: 3.9599999999999596	x_0: 985.6506964669152	x_1: 528.4207167664354	
t: 3.9699999999999593	x_0: 990.4511111485954	x_1: 431.5838204892459	
t: 3.979999999999959	x_0: 994.2809630233369	x_1: 334.32400661597546	
t: 3.989999999999959	x_0: 997.1364991428809	x_1: 236.73658197892706	
t: 3.9999999999999587	x_0: 999.0149213104185	x_1: 138.9171744427269	
t: 4.009999999999959	x_0: 999.9143888225991	x_1: 40.96163919667164	
t: 4.019999999999959	x_0: 999.8340202732728	x_1: -57.034035175684096	
t: 4.0299999999999585	x_0: 998.7738944171975	x_1: -154.9738207576562	
t: 4.039999999999958	x_0: 996.7350500928658	x_1: -252.76174439910272	
t: 4.049999999999958	x_0: 993.719485204526	x_1: -350.3019817624287	
t: 4.059999999999958	x_0: 989.7301547643964	x_1: -447.49895122276644	
t: 4.069999999999958	x_0: 984.7709679969895	x_1: -544.2574075303172	
t: 4.079999999999957	x_0: 978.846784508385	x_1: -640.4825351430718	
t: 4.089999999999957	x_0: 971.9634095242047	x_1: -736.0800411384522	
t: 4.099999999999957	x_0: 964.1275882009563	x_1: -830.9562476128276	
t: 4.109999999999957	x_0: 955.3469990163196	x_1: -925.0181834783617	
t: 4.119999999999957	x_0: 945.6302462448534	x_1: -1018.1736755672367	
t: 4.129999999999956	x_0: 934.9868515264949	x_1: -1110.3314389539794	
t: 4.139999999999956	x_0: 923.4272445361146	x_1: -1201.4011664073814	
t: 4.149999999999956	x_0: 910.9627527632701	x_1: -1291.2936168843569	
t: 4.159999999999956	x_0: 897.605590412173	x_1: -1379.920702979021	
t: 4.1699999999999555	x_0: 883.3688464327461	x_1: -1467.195577241297	
t: 4.179999999999955	x_0: 868.2664716945005	x_1: -1553.0327172804657	
t: 4.189999999999955	x_0: 852.3132653158004	x_1: -1637.3480095702616	
t: 4.199999999999955	x_0: 835.5248601619112	x_1: -1720.0588318733967	
t: 4.209999999999955	x_0: 817.9177075260432	x_1: -1801.0841342047386	
t: 4.2199999999999545	x_0: 799.5090610084009	x_1: -1880.3445182538087	
t: 4.229999999999954	x_0: 780.3169596090361	x_1: -1957.7623151887708	
t: 4.239999999999954	x_0: 760.3602100510717	x_1: -2033.261661765669	
t: 4.249999999999954	x_0: 739.6583683516186	x_1: -2106.768574668334	
t: 4.259999999999954	x_0: 718.2317206584439	x_1: -2178.2110230061116	
t: 4.269999999999953	x_0: 696.1012633711705	x_1: -2247.5189988983684	
t: 4.279999999999953	x_0: 673.2886825664854	x_1: -2314.6245860766126	
t: 4.289999999999953	x_0: 649.8163327475211	x_1: -2379.4620264369987	
t: 4.299999999999953	x_0: 625.7072149382316	x_1: -2441.9677844780076	
t: 4.3099999999999525	x_0: 600.9849541442302	x_1: -2502.0806095601506	
t: 4.319999999999952	x_0: 575.6737762021748	x_1: -2559.7415959266937	
t: 4.329999999999952	x_0: 549.7984840403878	x_1: -2614.8942404265845	
t: 4.339999999999952	x_0: 523.3844333739709	x_1: -2667.484497883017	
t: 4.349999999999952	x_0: 496.4575078582344	x_1: -2717.4608340533778	
t: 4.3599999999999515	x_0: 469.044093724787	x_1: -2764.7742761286804	
t: 4.369999999999951	x_0: 441.17105392514054	x_1: -2809.378460722997	
t: 4.379999999999951	x_0: 412.8657018071681	x_1: -2851.2296793058645	
t: 4.389999999999951	x_0: 384.1557743502093	x_1: -2890.286921033148	
t: 4.399999999999951	x_0: 355.0694049850508	x_1: -2926.511912934382	
t: 4.40999999999995	x_0: 325.63509602541615	x_1: -2959.8691574172217	
t: 4.41999999999995	x_0: 295.8816907379797	x_1: -2990.3259670522384	
t: 4.42999999999995	x_0: 265.8383450782742	x_1: -3017.852496603986	
t: 4.43999999999995	x_0: 235.5344991201882	x_1: -3042.4217722769413	
t: 4.4499999999999496	x_0: 204.99984820705015	x_1: -3064.009718147666	
t: 4.459999999999949	x_0: 174.26431385256893	x_1: -3082.595179757283	
t: 4.469999999999949	x_0: 143.35801442014557	x_1: -3098.159944841154	
t: 4.479999999999949	x_0: 112.31123560928793	x_1: -3110.688761175439	
t: 4.489999999999949	x_0: 81.15440077804952	x_1: -3120.1693515230572	
t: 4.4999999999999485	x_0: 49.9180411305738	x_1: -3126.592425664395	
t: 4.509999999999948	x_0: 18.632765798958065	x_1: -3129.9516895009774	
t: 4.519999999999948	x_0: -12.67076815124583	x_1: -3130.243851223182	
t: 4.529999999999948	x_0: -43.96188576250178	x_1: -3127.4686245359476	
t: 4.539999999999948	x_0: -75.20992424429235	x_1: -3121.628728939321	
t: 4.549999999999947	x_0: -106.38426302019906	x_1: -3112.7298870635636	
t: 4.559999999999947	x_0: -137.4543537336162	x_1: -3100.780819061434	
t: 4.569999999999947	x_0: -168.38975018269497	x_1: -3085.793234063134	
t: 4.579999999999947	x_0: -199.1601381551843	x_1: -3067.7818187022995	
t: 4.589999999999947	x_0: -229.73536513393225	x_1: -3046.7642227242745	
t: 4.599999999999946	x_0: -260.0854698439391	x_1: -3022.7610416907737	
t: 4.609999999999946	x_0: -290.1807116120088	x_1: -2995.795796797881	
t: 4.619999999999946	x_0: -319.99159951022773	x_1: -2965.894911827159	
t: 4.629999999999946	x_0: -349.48892125471383	x_1: -2933.0876872524586	
t: 4.6399999999999455	x_0: -378.6437718313161	x_1: -2897.4062715278014	
t: 4.649999999999945	x_0: -407.42758182021487	x_1: -2858.8856295844657	
t: 4.659999999999945	x_0: -435.8121453916664	x_1: -2817.5635085681547	
t: 4.669999999999945	x_0: -463.769647945458	x_1: -2773.480400849813	
t: 4.679999999999945	x_0: -491.2726933669902	x_1: -2726.679504346347	
t: 4.689999999999944	x_0: -518.2943308732757	x_1: -2677.2066801901224	
t: 4.699999999999944	x_0: -544.8080814225495	x_1: -2625.110407788725	
t: 4.709999999999944	x_0: -570.7879636616104	x_1: -2570.441737319023	
t: 4.719999999999944	x_0: -596.2085193854672	x_1: -2513.2542397020807	
t: 4.729999999999944	x_0: -621.0448384843419	x_1: -2453.6039541079417	
t: 4.739999999999943	x_0: -645.2725833535832	x_1: -2391.5493330417294	
t: 4.749999999999943	x_0: -668.8680127425711	x_1: -2327.1511850648712	
t: 4.759999999999943	x_0: -691.8080050192419	x_1: -2260.4726152075746	
t: 4.769999999999943	x_0: -714.0700808274371	x_1: -2191.57896313095	
t: 4.7799999999999425	x_0: -735.6324251148725	x_1: -2120.537739099372	
t: 4.789999999999942	x_0: -756.4739085101436	x_1: -2047.418557825826	
t: 4.799999999999942	x_0: -776.5741080278183	x_1: -1972.2930702550586	
t: 4.809999999999942	x_0: -795.9133270813277	x_1: -1895.234893351391	
t: 4.819999999999942	x_0: -814.4726147840443	x_1: -1816.3195379599838	
t: 4.8299999999999415	x_0: -832.2337845196337	x_1: -1735.6243348122546	
t: 4.839999999999941	x_0: -849.1794317634833	x_1: -1653.2283587479506	
t: 4.849999999999941	x_0: -865.292951137743	x_1: -1569.2123512281353	
t: 4.859999999999941	x_0: -880.5585526832662	x_1: -1483.6586412150202	
t: 4.869999999999941	x_0: -894.9612773325057	x_1: -1396.6510644961713	
t: 4.87999999999994	x_0: -908.4870115682029	x_1: -1308.2748815321486	
t: 4.88999999999994	x_0: -921.1225012535047	x_1: -1218.616693908079	
t: 4.89999999999994	x_0: -932.8553646199566	x_1: -1127.7643594710353	
t: 4.90999999999994	x_0: -943.6741044006449	x_1: -1035.8069062363788	
t: 4.9199999999999395	x_0: -953.5681190965976	x_1: -942.8344451474306	
t: 4.929999999999939	x_0: -962.527713365405	x_1: -848.9380817739599	
t: 4.939999999999939	x_0: -970.5441075218794	x_1: -754.2098270360184	
t: 4.949999999999939	x_0: -977.6094461414431	x_1: -658.7425070406042	
t: 4.959999999999939	x_0: -983.7168057578164	x_1: -562.6296721195068	
t: 4.9699999999999385	x_0: -988.8602016474598	x_1: -465.9655051574705	
t: 4.979999999999938	x_0: -993.0345936941245	x_1: -368.8447293005063	
t: 4.989999999999938	x_0: -996.2358913277626	x_1: -271.3625151347912	
t: 4.999999999999938	x_0: -998.4609575329581	x_1: -173.61438742711158	
t: 5.009999999999938	x_0: -999.7076119229513	x_1: -75.69613151823837	
t: 5.019999999999937	x_0: -999.9746328762429	x_1: 22.296300539039763	
t: 5.029999999999937	x_0: -999.2617587336856	x_1: 120.2668840052475	
t: 5.039999999999937	x_0: -997.5696880548888	x_1: 218.11961555078113	
t: 5.049999999999937	x_0: -994.9000789336866	x_1: 315.7586073314868	
t: 5.0599999999999365	x_0: -991.2555473733377	x_1: 413.08818095107245	
t: 5.069999999999936	x_0: -986.6396647230524	x_1: 510.01296121827727	
t: 5.079999999999936	x_0: -981.0569541783559	x_1: 606.4379696069248	
t: 5.089999999999936	x_0: -974.5128863487188	x_1: 702.2687173272758	
t: 5.099999999999936	x_0: -967.0138738967975	x_1: 797.4112979174789	
t: 5.1099999999999355	x_0: -958.5672652545384	x_1: 891.7724792643861	
t: 5.119999999999935	x_0: -949.1813374223027	x_1: 985.2597949635608	
t: 5.129999999999935	x_0: -938.8652878580684	x_1: 1077.7816349289528	
t: 5.139999999999935	x_0: -927.6292254646581	x_1: 1169.2473351634492	
t: 5.149999999999935	x_0: -915.4841606838229	x_1: 1259.5672666023343	
t: 5.159999999999934	x_0: -902.4419947068911	x_1: 1348.6529229425985	
t: 5.169999999999934	x_0: -888.5155078125534	x_1: 1436.417007372031	
t: 5.179999999999934	x_0: -873.7183468432125	x_1: 1522.773518113108	
t: 5.189999999999934	x_0: -858.0650118321704	x_1: 1607.637832697849	
t: 5.199999999999934	x_0: -841.5708417947558	x_1: 1690.9267908910642	
t: 5.209999999999933	x_0: -824.2519996973174	x_1: 1772.5587761807265	
t: 5.219999999999933	x_0: -806.1254566188104	x_1: 1852.4537957556201	
t: 5.229999999999933	x_0: -787.2089751204977	x_1: 1930.5335588918938	
t: 5.239999999999933	x_0: -767.5210918400618	x_1: 2006.7215536717017	
t: 5.2499999999999325	x_0: -747.0810993271832	x_1: 2080.9431219587595	
t: 5.259999999999932	x_0: -725.9090271383865	x_1: 2153.125532557341	
t: 5.269999999999932	x_0: -704.025622209678	x_1: 2223.1980524830287	
t: 5.279999999999932	x_0: -681.4523285262093	x_1: 2291.0920162753764	
t: 5.289999999999932	x_0: -658.2112661088883	x_1: 2356.7408932845638	
t: 5.299999999999931	x_0: -634.3252093385291	x_1: 2420.080352866107	
t: 5.309999999999931	x_0: -609.8175646387823	x_1: 2481.048327419743	
t: 5.319999999999931	x_0: -584.7123475397128	x_1: 2539.5850732107074	
t: 5.329999999999931	x_0: -559.0341591445033	x_1: 2595.633228913812	
t: 5.339999999999931	x_0: -532.8081620223419	x_1: 2649.137871822955	
t: 5.34999999999993	x_0: -506.06005555111864	x_1: 2700.0465716709714	
t: 5.35999999999993	x_0: -478.81605073409247	x_1: 2748.3094420071034	
t: 5.36999999999993	x_0: -451.10284451520596	x_1: 2793.879189081725	
t: 5.37999999999993	x_0: -422.94759361821724	x_1: 2836.711158190433	
t: 5.3899999999999295	x_0: -394.37788793528455	x_1: 2876.763377432081	
t: 5.399999999999929	x_0: -365.4217234910804	x_1: 2913.9965988378854	
t: 5.409999999999929	x_0: -336.1074750089283	x_1: 2948.3743368312907	
t: 5.419999999999929	x_0: -306.4638681058453	x_1: 2979.862903980915	
t: 5.429999999999929	x_0: -276.51995114373653	x_1: 3008.4314440115354	
t: 5.4399999999999284	x_0: -246.305066764326	x_1: 3034.0519620407695	
t: 5.449999999999928	x_0: -215.8488231357162	x_1: 3056.6993520118176	
t: 5.459999999999928	x_0: -185.18106493875354	x_1: 3076.3514212953887	
t: 5.469999999999928	x_0: -154.33184412163007	x_1: 3092.988912436702	
t: 5.479999999999928	x_0: -123.33139045137973	x_1: 3106.595522026249	
t: 5.489999999999927	x_0: -92.21008189112652	x_1: 3117.1579166758324	
t: 5.499999999999927	x_0: -60.998414832112225	x_1: 3124.665746084217	
t: 5.509999999999927	x_0: -29.726974209674157	x_1: 3129.111653179597	
t: 5.519999999999927	x_0: 1.5735964675432719	x_1: 3130.491281328938	
t: 5.5299999999999265	x_0: 32.87262514577414	x_1: 3128.8032786071276	
t: 5.539999999999926	x_0: 64.13944128228847	x_1: 3124.049299121755	
t: 5.549999999999926	x_0: 95.34340590006911	x_1: 3116.2340013922176	
t: 5.559999999999926	x_0: 126.45394161155662	x_1: 3105.365043784743	
t: 5.569999999999926	x_0: 157.44056258204142	x_1: 3091.453077007806	
t: 5.5799999999999255	x_0: 188.27290440334167	x_1: 3074.511733675284	
t: 5.589999999999925	x_0: 218.9207538484926	x_1: 3054.55761494759	
t: 5.599999999999925	x_0: 249.3540784782905	x_1: 3031.6102742638604	
t: 5.609999999999925	x_0: 279.54305607067914	x_1: 3005.692198181153	
t: 5.619999999999925	x_0: 309.4581038441403	x_1: 2976.828784339418	
t: 5.629999999999924	x_0: 339.0699074464515	x_1: 2945.0483165738465	
t: 5.639999999999924	x_0: 368.3494496804049	x_1: 2910.381937198975	
t: 5.649999999999924	x_0: 397.26803893833767	x_1: 2872.8636164917093	
t: 5.659999999999924	x_0: 425.79733731761075	x_1: 2832.5301194031736	
t: 5.6699999999999235	x_0: 453.9093883894853	x_1: 2789.4209695319996	
t: 5.679999999999923	x_0: 481.57664459418487	x_1: 2743.578410394365	
t: 5.689999999999923	x_0: 508.77199423529913	x_1: 2695.047364028729	
t: 5.699999999999923	x_0: 535.4687880470758	x_1: 2643.875386975829	
t: 5.709999999999923	x_0: 561.6408653085683	x_1: 2590.112623677078	
t: 5.7199999999999225	x_0: 587.2625794790479	x_1: 2533.8117573370273	
t: 5.729999999999922	x_0: 612.3088233295606	x_1: 2475.0279582980415	
t: 5.739999999999922	x_0: 636.7550535460024	x_1: 2413.8188299777794	
t: 5.749999999999922	x_0: 660.5773147796017	x_1: 2350.244352422456	
t: 5.759999999999922	x_0: 683.7522631212441	x_1: 2284.366823531198	
t: 5.769999999999921	x_0: 706.2571889766347	x_1: 2216.25079800909	
t: 5.779999999999921	x_0: 728.0700393198821	x_1: 2145.9630241087298	
t: 5.789999999999921	x_0: 749.1694393036993	x_1: 2073.5723782222844	
t: 5.799999999999921	x_0: 769.5347132050426	x_1: 1999.1497973881394	
t: 5.809999999999921	x_0: 789.1459046856653	x_1: 1922.7682097782788	
t: 5.81999999999992	x_0: 807.9837963477314	x_1: 1844.5024632345144	
t: 5.82999999999992	x_0: 826.0299285653279	x_1: 1764.4292519235923	
t: 5.83999999999992	x_0: 843.2666175734196	x_1: 1682.627041183048	
t: 5.84999999999992	x_0: 859.6769727965243	x_1: 1599.1759906314574	
t: 5.8599999999999195	x_0: 875.2449134001241	x_1: 1514.1578756184256	
t: 5.869999999999919	x_0: 889.955184048596	x_1: 1427.656007091292	
t: 5.879999999999919	x_0: 903.7933698542201	x_1: 1339.7551499570686	
t: 5.889999999999919	x_0: 916.7459105026154	x_1: 1250.5414400196182	
t: 5.899999999999919	x_0: 928.8001135407621	x_1: 1160.1022995734597	
t: 5.909999999999918	x_0: 939.9441668145903	x_1: 1068.5263517369185	
t: 5.919999999999918	x_0: 950.1671500439448	x_1: 975.9033336085639	
t: 5.929999999999918	x_0: 959.4590455235862	x_1: 882.3240083320359	
t: 5.939999999999918	x_0: 967.8107479397391	x_1: 787.8800761554295	
t: 5.949999999999918	x_0: 975.214073292572	x_1: 692.664084572392	
t: 5.959999999999917	x_0: 981.661766915861	x_1: 596.769337632987	
t: 5.969999999999917	x_0: 987.1475105859823	x_1: 500.28980451319455	
t: 5.979999999999917	x_0: 991.665928713266	x_1: 403.3200274326399	
t: 5.989999999999917	x_0: 995.212593609643	x_1: 305.9550290107866	
t: 5.9999999999999165	x_0: 997.7840298274255	x_1: 208.29021915237507	
t: 6.009999999999916	x_0: 999.3777175649667	x_1: 110.42130155335376	
t: 6.019999999999916	x_0: 999.9920951358658	x_1: 12.444179918917442	
t: 6.029999999999916	x_0: 999.6265604992949	x_1: -85.54513601444694	
t: 6.039999999999916	x_0: 998.2814718499508	x_1: -183.4506245608169	
t: 6.0499999999999154	x_0: 995.9581472670532	x_1: -281.17634617840037	
t: 6.059999999999915	x_0: 992.6588634227322	x_1: -378.62653748260703	
t: 6.069999999999915	x_0: 988.3868533510724	x_1: -475.70570508649973	
t: 6.079999999999915	x_0: 983.1463032799976	x_1: -572.3187191766698	
t: 6.089999999999915	x_0: 976.9423485291029	x_1: -668.3709067328392	
t: 6.099999999999914	x_0: 969.7810684774525	x_1: -763.7681442998426	
t: 6.109999999999914	x_0: 961.669480606275	x_1: -858.4169502210784	
t: 6.119999999999914	x_0: 952.6155336223928	x_1: -952.2245762430505	
t: 6.129999999999914	x_0: 942.6280996691269	x_1: -1045.0990984012312	
t: 6.1399999999999135	x_0: 931.7169656323052	x_1: -1136.9495070981893	
t: 6.149999999999913	x_0: 919.892823549899	x_1: -1227.68579628571	
t: 6.159999999999913	x_0: 907.1672601346809	x_1: -1317.2190516635178	
t: 6.169999999999913	x_0: 893.5527454201739	x_1: -1405.4615378081733	
t: 6.179999999999913	x_0: 879.062620541017	x_1: -1492.326784146765	
t: 6.1899999999999125	x_0: 863.711084659721	x_1: -1577.72966969115	
t: 6.199999999999912	x_0: 847.5131810526253	x_1: -1661.586506449708	
t: 6.209999999999912	x_0: 830.4847823686921	x_1: -1743.8151214348736	
t: 6.219999999999912	x_0: 812.6425750755805	x_1: -1824.3349371860877	
t: 6.229999999999912	x_0: 794.0040431082436	x_1: -1903.067050729258	
t: 6.239999999999911	x_0: 774.5874507360727	x_1: -1979.9343108953583	
t: 6.249999999999911	x_0: 754.4118246653741	x_1: -2054.861393922398	
t: 6.259999999999911	x_0: 733.4969353947206	x_1: -2127.774877266679	
t: 6.269999999999911	x_0: 711.8632778414457	x_1: -2198.603311551013	
t: 6.2799999999999105	x_0: 689.5320512582642	x_1: -2267.27729057939	
t: 6.28999999999991	x_0: 666.5251384597027	x_1: -2333.729519349495	
t: 6.29999999999991	x_0: 642.8650843786917	x_1: -2397.8948799964246	
t: 6.30999999999991	x_0: 618.575073974337	x_1: -2459.710495602981	
t: 6.31999999999991	x_0: 593.6789095125151	x_1: -2519.1157918140184	
t: 6.3299999999999095	x_0: 568.2009872415581	x_1: -2576.0525561944614	
t: 6.339999999999909	x_0: 542.166273485883	x_1: -2630.4649952728328	
t: 6.349999999999909	x_0: 515.6002801809926	x_1: -2682.299789214389	
t: 6.359999999999909	x_0: 488.5290398738203	x_1: -2731.50614407029	
t: 6.369999999999909	x_0: 460.9790802129183	x_1: -2778.0358415516025	
t: 6.379999999999908	x_0: 432.9773979534853	x_1: -2821.843286279365	
t: 6.389999999999908	x_0: 404.5514325027076	x_1: -2862.885550464409	
t: 6.399999999999908	x_0: 375.72903903133613	x_1: -2901.1224159731537	
t: 6.409999999999908	x_0: 346.53846117784906	x_1: -2936.5164137381616	
t: 6.419999999999908	x_0: 317.0083033719468	x_1: -2969.0328604748224	
t: 6.429999999999907	x_0: 287.1675028045007	x_1: -2998.6398926681964	
t: 6.439999999999907	x_0: 257.04530107142216	x_1: -3025.3084977967083	
t: 6.449999999999907	x_0: 226.67121551923927	x_1: -3049.0125427620965	
t: 6.459999999999907	x_0: 196.0750103204602	x_1: -3069.7287994977573	
t: 6.4699999999999065	x_0: 165.28666730706644	x_1: -3087.4369677303907	
t: 6.479999999999906	x_0: 134.3363565907175	x_1: -3102.1196948726433	
t: 6.489999999999906	x_0: 103.25440699845643	x_1: -3113.7625930272548	
t: 6.499999999999906	x_0: 72.07127635288711	x_1: -3122.354253086045	
t: 6.509999999999906	x_0: 40.81752162594603	x_1: -3127.8862559099284	
t: 6.519999999999905	x_0: 9.523768995515837	x_1: -3130.353180578994	
t: 6.529999999999905	x_0: -21.779316165777466	x_1: -3129.7526097045748	
t: 6.539999999999905	x_0: -53.061059340175106	x_1: -3126.085131798094	
t: 6.549999999999905	x_0: -84.29080692335748	x_1: -3119.3543406943722	
t: 6.559999999999905	x_0: -115.43795626252275	x_1: -3109.566832029955	
t: 6.569999999999904	x_0: -146.4719856445369	x_1: -3096.7321967799194	
t: 6.579999999999904	x_0: -177.3624842047695	x_1: -3080.863011859483	
t: 6.589999999999904	x_0: -208.0791817273067	x_1: -3061.9748277996364	
t: 6.599999999999904	x_0: -238.59197830733984	x_1: -3040.0861535088666	
t: 6.6099999999999035	x_0: -268.8709738466629	x_1: -3015.2184381359084	
t: 6.619999999999903	x_0: -298.8864973533749	x_1: -2987.396050051295	
t: 6.629999999999903	x_0: -328.6091360170776	x_1: -2956.6462529683054	
t: 6.639999999999903	x_0: -358.0097640310747	x_1: -2922.9991792267087	
t: 6.649999999999903	x_0: -387.05957113333125	x_1: -2886.4878002654823	
t: 6.659999999999902	x_0: -415.73009083822416	x_1: -2847.147894313441	
t: 6.669999999999902	x_0: -443.9932283314196	x_1: -2805.0180113294373	
t: 6.679999999999902	x_0: -471.82128800054204	x_1: -2760.1394352264856	
t: 6.689999999999902	x_0: -499.18700057465765	x_1: -2712.5561434168344	
t: 6.699999999999902	x_0: -526.0635498459766	x_1: -2662.314763717621	
t: 6.709999999999901	x_0: -552.4245989475905	x_1: -2609.464528659344	
t: 6.719999999999901	x_0: -578.2443161614939	x_1: -2554.057227241923	
t: 6.729999999999901	x_0: -603.4974002315995	x_1: -2496.1471541856254	
t: 6.739999999999901	x_0: -628.1591051569447	x_1: -2435.791056726586	
t: 6.7499999999999005	x_0: -652.2052644407912	x_1: -2373.048079009058	
t: 6.7599999999999	x_0: -675.6123147718574	x_1: -2307.9797041288857	
t: 6.7699999999999	x_0: -698.3573191144775	x_1: -2240.6496938849937	
t: 6.7799999999999	x_0: -720.41798918506	x_1: -2171.1240262979245	
t: 6.7899999999999	x_0: -741.7727072928221	x_1: -2099.4708309566627	
t: 6.7999999999998995	x_0: -762.4005475233959	x_1: -2025.76032225709	
t: 6.809999999999899	x_0: -782.2812962445491	x_1: -1950.0647305974974	
t: 6.819999999999899	x_0: -801.3954719139275	x_1: -1872.4582315985776	
t: 6.829999999999899	x_0: -819.724344169406	x_1: -1793.0168734172535	
t: 6.839999999999899	x_0: -837.2499521833448	x_1: -1711.8185022255714	
t: 6.849999999999898	x_0: -853.9551222627626	x_1: -1628.9426859276848	
t: 6.859999999999898	x_0: -869.8234846781812	x_1: -1544.4706361896763	
t: 6.869999999999898	x_0: -884.8394897046496	x_1: -1458.4851288586262	
t: 6.879999999999898	x_0: -898.9884228592304	x_1: -1371.0704228489083	
t: 6.8899999999998975	x_0: -912.2564193200145	x_1: -1282.3121775751977	
t: 6.899999999999897	x_0: -924.6304775125374	x_1: -1192.297369013102	
t: 6.909999999999897	x_0: -936.0984718502808	x_1: -1101.1142044696667	
t: 6.919999999999897	x_0: -946.6491646167774	x_1: -1008.8520361472752	
t: 6.929999999999897	x_0: -956.272216977673	x_1: -915.6012735856427	
t: 6.9399999999998965	x_0: -964.9581991119567	x_1: -821.4532950677045	
t: 6.949999999999896	x_0: -972.6985994524308	x_1: -726.5003580762127	
t: 6.959999999999896	x_0: -979.4858330263653	x_1: -630.8355088887884	
t: 6.969999999999896	x_0: -985.3132488881638	x_1: -534.5524914000173	
t: 6.979999999999896	x_0: -990.175136636758	x_1: -437.7456552599373	
t: 6.989999999999895	x_0: -994.0667320113434	x_1: -340.5098634189334	
t: 6.999999999999895	x_0: -996.984221559974	x_1: -242.94039916963987	
t: 7.009999999999895	x_0: -998.9247463764393	x_1: -145.1328727769407	
t: 7.019999999999895	x_0: -999.886404901764	x_1: -47.183127787563066	
t: 7.0299999999998946	x_0: -999.8682547875833	x_1: 50.81285288892643	
t: 7.039999999999894	x_0: -998.8703138195691	x_1: 148.75904103569005	
t: 7.049999999999894	x_0: -996.8935599000014	x_1: 246.55945722858473	
t: 7.059999999999894	x_0: -993.939930089502	x_1: 344.118264888315	
t: 7.069999999999894	x_0: -990.0123187088706	x_1: 441.33986419260924	
t: 7.0799999999998935	x_0: -985.1145745028816	x_1: 538.1289857563929	
t: 7.089999999999893	x_0: -979.2514968688229	x_1: 634.3907839881604	
t: 7.099999999999893	x_0: -972.4288311534701	x_1: 730.0309300310621	
t: 7.109999999999893	x_0: -964.6532630231071	x_1: 824.9557041976341	
t: 7.119999999999893	x_0: -955.9324119121077	x_1: 919.072087807589	
t: 7.129999999999892	x_0: -946.2748235565003	x_1: 1012.2878543386779	
t: 7.139999999999892	x_0: -935.6899616198305	x_1: 1104.511659801299	
t: 7.149999999999892	x_0: -924.188198419528	x_1: 1195.6531322482956	
t: 7.159999999999892	x_0: -911.7808047628665	x_1: 1285.6229603322313	
t: 7.169999999999892	x_0: -898.4799389024741	x_1: 1374.33298082336	
t: 7.179999999999891	x_0: -884.2986346222192	x_1: 1461.696265002535	
t: 7.189999999999891	x_0: -869.2507884651455	x_1: 1547.6272038443954	
t: 7.199999999999891	x_0: -853.3511461159724	x_1: 1632.041591907357	
